id,isolate,aliases,country,continent,region,year,source,NCBI_BioProject,comments,sender,curator,date_entered,datestamp,FKS,LEU2,NMT1,TRP1,UGP1,URA3,ST (MLST)
1058,CNM-CL9332,,Spain,Europe,Madrid,2013,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1059,CNM-CL9342,,Spain,Europe,Madrid,2013,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1060,CNM-CL9392,,Spain,Europe,Madrid,2013,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1061,CNM-CL9555,,Spain,Europe,Madrid,2014,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1062,CNM-CL9571,,Spain,Europe,Madrid,2014,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1063,CNM-CL9780,,Spain,Europe,Madrid,2015,blood,,,5,4,2019-07-18,2019-07-18,6,6,5,2,3,4,19
1064,CNM-CL9785,,Spain,Europe,Madrid,2015,ascites,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1065,CNM-CL9862,,Spain,Europe,Madrid,2016,blood,,,5,4,2019-07-18,2019-07-18,2,5,7,5,1,2,6
1066,CNM-CL9906,,Spain,Europe,Madrid,2016,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1067,CNM-CL10190,,Spain,Europe,Madrid,2017,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1068,CNM-CL10194,,Spain,Europe,Madrid,2017,blood,,,5,4,2019-07-18,2019-07-18,5,7,8,7,3,6,3
1069,CBS138,ATCC2001; ERR1938089,Unknown,,,,unknown,PRJEB20459,genome reference strain www.candidagenome.org,4,4,2019-08-20,2019-09-12,8,5,3,5,1,1,15
1070,Y1640,ERR1938082,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,1,1,2
1071,Y1641,ERR1938083,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,4,3,5,1,2,10
1072,Y1642,ERR1938084,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,2,1,8
1073,Y1643,ERR1938085,UK,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,1,1,2
1074,Y1645,ERR1938087,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,2,1,8
1075,Y1646,ERR1938088,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,6,6,5,2,3,4,19
1076,Y612,ERR1938042,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,5,7,8,7,3,6,3
1077,Y613,ERR1938043,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,6,6,5,2,3,4,19
1078,Y614,ERR1938044,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,5,7,8,7,3,6,3
1079,Y615,ERR1938045,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,3,9,26,4,17,4,148
1080,Y616,ERR1938046,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,16,9,32,50,50,178
1081,Y617,ERR1938047,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,3,6,22,2,3,9,55
1082,Y618,ERR1938048,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,4,3,4,1,3,18
1083,Y619,ERR1938049,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,3,9,26,4,17,4,148
1084,Y620,ERR1938050,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,5,7,8,7,3,6,3
1085,Y621,ERR1938051,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,2,1,8
1086,Y622,ERR1938052,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,4,3,4,1,3,18
1087,Y623,ERR1938053,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,5,7,8,7,3,6,3
1088,Y624,ERR1938054,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,5,13,9,3,1,17
1089,Y625,ERR1938055,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,3,9,26,4,17,4,148
1090,Y626,ERR1938056,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,5,3,5,1,26,176
1091,Y627,ERR1938057,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,4,3,5,1,2,10
1092,Y640,ERR1938058,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,12,4,16,5,1,8,25
1093,Y641,ERR1938059,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,5,3,5,1,1,15
1094,Y643,ERR1938060,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,3,4,4,3,3,4,7
1095,Y644,ERR1938061,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,5,7,8,7,3,6,3
1096,Y645,ERR1938062,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,2,5,7,5,1,2,6
1097,Y646,ERR1938063,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,5,3,5,1,1,15
1098,Y647,ERR1938064,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,8,5,13,9,3,1,17
1099,Y648,ERR1938065,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,5,7,8,7,3,6,3
1100,Y649,ERR1938066,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,5,6,12,1,8,22
1101,Y650,ERR1938067,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,5,6,12,1,8,22
1102,Y651,ERR1938068,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,2,1,8
1103,Y653,ERR1938069,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,6,6,5,2,3,4,19
1104,Y654,ERR1938070,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,6,6,5,2,3,4,19
1105,Y655,ERR1938071,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,6,6,5,2,3,4,19
1106,Y656,ERR1938072,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,1,1,2
1107,Y659,ERR1938073,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,10,31,16,31,1,2,177
1108,Y660,ERR1938074,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,10,31,16,31,1,2,177
1109,Y661,ERR1938075,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,10,31,16,31,1,2,177
1110,Y662,ERR1938076,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,10,31,16,31,1,2,177
1111,Y663,ERR1938077,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,5,6,12,1,8,22
1112,Y664,ERR1938078,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,12,4,16,5,1,8,25
1113,Y665,ERR1938079,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,5,6,12,1,8,22
1114,Y666,ERR1938080,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,7,5,6,12,1,8,22
1115,Y667,ERR1938081,Denmark,Europe,,,unknown,PRJEB20459,,4,4,2019-09-12,2019-09-12,1,2,2,1,2,1,8
1116,SAT01BAL,SRR8241569,France,Europe,,2007,bronchoalveolar lavage,PRJNA506893,,4,4,2019-09-18,2019-09-18,3,6,22,2,3,9,55
1117,SAT02PL,SRR8241570,France,Europe,,2007,other,PRJNA506893,consecutive to SAT01BAL,4,4,2019-09-18,2019-09-18,3,6,22,2,3,9,55
1118,SAT03BC,SRR8241571,France,Europe,,2007,blood,PRJNA506893,consecutive to SAT01BAL,4,4,2019-09-18,2019-09-18,3,6,22,2,3,9,55
1119,040-cg,SRR8953803,Portugal,Europe,Porto,2013,blood,PRJNA525402,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1120,044-cg,SRR8953802,Portugal,Europe,Porto,2013,blood,PRJNA525402,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1121,OL152-cg,SRR8953804,Portugal,Europe,Porto,2013,urine,PRJNA525402,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1122,CAS08-0012,SRR3925732,USA,North America,,2008,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1123,CAS08-0094_GS,SRR3925769,USA,North America,,2008,unknown,PRJNA329124,deduced ST different from CAS08-0094,4,4,2019-09-18,2019-09-18,10,14,12,11,3,2,76
1124,CAS08-0270,SRR3925734,USA,North America,,2008,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1125,CAS08-0430,SRR3925737,USA,North America,,2008,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1126,CAS09-0820,SRR3925739,USA,North America,,2009,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,7,4,3,11,1,11,169
1127,CAS09-0869_GS,SRR3925740,USA,North America,,2009,unknown,PRJNA329124,deduced ST different from CAS09-0869,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1128,CAS09-0876,SRR3925741,USA,North America,,2009,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,7,4,3,11,1,11,169
1129,CAS09-1084,SRR3925743,USA,North America,,2009,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1130,CAS09-1104,SRR3925745,USA,North America,,2009,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1131,CAS09-1648,SRR3925746,USA,North America,,2009,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1132,CAS09-1784,SRR3925747,USA,North America,,2009,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,7,5,6,12,1,8,22
1133,CAS11-3144,SRR3925752,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1134,CAS11-3145,SRR3925753,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1135,CAS11-3302,SRR3925754,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1136,CAS11-3389,SRR3925756,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1137,CAS11-3527,SRR3925757,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1138,CAS11-3570,SRR3925758,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1139,CAS11-3606,SRR3925759,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1140,CAS11-3609,SRR3925760,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1141,CAS11-4416,SRR3925761,USA,North America,,2011,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1142,CAS12-4417,SRR3925762,USA,North America,,2012,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1143,CAS12-4418,SRR3925763,USA,North America,,2012,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1144,CAS13-4503,SRR3925764,USA,North America,,2013,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1145,CAS13-5051,SRR3925765,USA,North America,,2013,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1146,CAS13-5084,SRR3925767,USA,North America,,2013,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1147,CAS14-5795,SRR3925768,USA,North America,,2014,unknown,PRJNA329124,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1148,CAS08-0069_GS,SRR8697397,USA,North America,,2008,blood,PRJNA524686,deduced ST different from CAS08-0069,4,4,2019-09-18,2019-09-18,7,7,59,10,5,9,187
1149,CAS08-0175,SRR8697486,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,56,1,2,1,184
1150,CAS08-0271,SRR8697282,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,10,5,2,3,4,95
1151,CAS08-0439,SRR3925738; SRR8697487,USA,North America,,2008,blood,PRJNA329124; PRJNA524686,,4,1,2019-09-18,2019-12-09,8,4,3,5,1,2,10
1152,CAS08-0525_GS,SRR8697425,USA,North America,,2008,blood,PRJNA524686,deduced ST different from CAS08-0525,4,4,2019-09-18,2019-09-18,5,7,58,7,3,6,185
1153,CAS08-0535,SRR8697314,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1154,CAS08-0557,SRR8697366,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1155,CAS08-0558,SRR8697380,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1156,CAS08-0559,SRR8697483,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,12,22,2,3,4,56
1157,CAS08-0569_GS,SRR8697493,USA,North America,,2008,blood,PRJNA524686,deduced ST different from CAS08-0569,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1158,CAS08-0603,SRR8697279,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1159,CAS08-0616,SRR8697343,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1160,CAS08-0627,SRR8697427,USA,North America,,2008,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1161,CAS08-0725_GS,SRR8697475,USA,North America,,2008,blood,PRJNA524686,deduced ST different from CAS08-0725,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1162,32666,,South Korea,Asia,,,unknown,,,41,4,2019-12-16,2019-12-16,3,6,22,7,3,9,190
1163,CAS09-0811,SRR8697466,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,18,11,10,5,9,60
1164,CAS09-0818,SRR8697461,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1165,CAS09-0872,SRR8697309,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1166,CAS09-0901,SRR8697302,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1167,CAS09-0930,SRR8697412,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1168,CAS09-0993,SRR8697424,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1169,CAS09-0997,SRR8697372,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1170,CAS09-1021,SRR8697327,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,10,9,19,5,1,2,83
1171,CAS09-1091,SRR8697328,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1172,CAS09-1195,SRR8697367,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1173,CAS09-1343,SRR8697501,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1174,CAS09-1352,SRR8697492,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1175,CAS09-1450,SRR8697441,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1176,CAS09-1513,SRR8697489,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1177,CAS09-1536,SRR8697485,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1178,CAS09-1601,SRR8697387,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,60,7,3,6,188
1179,CAS09-1622,SRR8697371,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1180,CAS09-1798,SRR8697346,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1181,CAS09-1809,SRR8697354,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,4,4,3,3,4,7
1182,CAS10-1832,SRR8697494,USA,North America,,2009,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1183,CAS10-1862,SRR8697396,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1184,CAS10-1893,SRR8697384,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1185,CAS10-1895,SRR8697480,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,13,9,3,1,17
1186,CAS10-1919,SRR8697490,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1187,CAS10-1922,SRR8697414,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1188,CAS10-1929,SRR8697270,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1189,CAS10-1962,SRR8697507,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1190,CAS10-1964,SRR8697267,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1191,CAS10-1984,SRR8697458,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1192,CAS10-1985,SRR8697291,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1193,CAS10-1986,SRR8697394,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,4,4,3,3,4,7
1194,CAS10-2006,SRR8697395,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1195,CAS10-2048,SRR8697296,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,20,13,22,9,3,4,
1196,CAS10-2124,SRR8697271,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1197,CAS10-2289,SRR8697352,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,12,22,2,3,4,56
1198,CAS10-2308,SRR8697365,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1199,CAS10-2449,SRR8697479,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1200,CAS10-2472,SRR8697434,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,34,3,4,180
1201,CAS10-2476,SRR8697449,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1202,CAS10-2478,SRR8697382,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1203,CAS10-2487,SRR8697289,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1204,CAS10-2501,SRR8697281,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1205,CAS10-2517,SRR8697502,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1206,CAS10-2533,SRR8697377,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1207,CAS10-2547,SRR8697433,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1208,CAS10-2553,SRR8697505,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1209,CAS10-2554,SRR8697294,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1210,CAS10-2558,SRR8697411,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1211,CAS10-2559,SRR8697443,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1212,CAS10-2592,SRR8697363,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1213,CAS10-2611,SRR8697290,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1214,CAS10-2615,SRR8697286,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1215,CAS10-2626,SRR8697410,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1216,CAS10-2717,SRR8697272,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1217,CAS10-2720,SRR8697321,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,21,4,181
1218,CAS10-2732,SRR8697349,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1219,CAS10-2733,SRR8697280,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1220,CAS10-2750,SRR8697508,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1221,CAS11-2802,SRR8697436,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1222,CAS11-2817,SRR8697465,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1223,CAS11-2831,SRR8697447,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1224,CAS11-2834,SRR8697457,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1225,CAS11-2853,SRR8697276,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1226,CAS11-2870,SRR8697374,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1227,CAS11-2914,SRR8697499,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1228,CAS11-2931,SRR8697368,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1229,CAS11-2934,SRR8697341,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1230,CAS11-2972,SRR8697342,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1231,CAS11-2978,SRR3925749; SRR8697340,USA,North America,,2011,blood,PRJNA329124; PRJNA524686,,4,1,2019-09-18,2019-12-09,7,7,11,10,5,9,16
1232,CAS11-2985,SRR8697472,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1233,CAS11-3018,SRR8697462,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,13,9,3,1,17
1234,CAS11-3122,SRR8697467,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1235,CAS11-3232,SRR8697344,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,32,3,4,1,8,182
1236,CAS11-3233,SRR8697456,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1237,CAS11-3234,SRR8697463,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1238,CAS11-3247,SRR8697437,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1239,CAS11-3248,SRR8697298,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,9,26,17,9,2,45
1240,CAS11-3264,SRR8697331,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1241,CAS11-3297,SRR8697504,USA,North America,,2010,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1242,CAS11-3344,SRR8697283,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1243,CAS11-3345,SRR8697320,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1244,CAS11-3390,SRR8697496,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1245,CAS11-3395,SRR8697476,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1246,CAS11-3433,SRR8697401,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1247,CAS11-3481,SRR8697369,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1248,CAS11-3482,SRR8697375,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1249,CAS12-3674,SRR8697350,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,12,22,2,3,4,56
